 2023/05/10 14:59:43 | INFO | 为保证能够显示二维码,请将窗口最大化
 2023/05/10 14:59:44 | INFO | 获取auth_code成功
 2023/05/10 14:59:45 | INFO | 等待扫码中
 2023/05/10 14:59:49 | INFO | 等待扫码中
 2023/05/10 14:59:53 | INFO | 等待扫码中
 2023/05/10 14:59:59 | INFO | 等待扫码中
 2023/05/10 15:00:03 | INFO | 等待扫码中
 2023/05/10 15:00:06 | INFO | 等待扫码中
 2023/05/10 15:00:10 | INFO | 等待扫码中
 2023/05/10 15:00:14 | INFO | 等待扫码中
 2023/05/10 15:00:18 | INFO | 等待扫码中
 2023/05/10 15:00:21 | INFO | 登录成功
